query, subject,identity, alignment_length, mismatches, gap_opens, q_start, q_end, s_start, s_end, evalue, bit_score,positives
AFB81524.1;Top_feature;Begomovirus,CAH17673.1,81.481,27,5,0,1,27,8,34,5.70E-06,47,85.19
AFB81524.1;Top_feature;Begomovirus,AND95237.1,81.481,27,5,0,1,27,8,34,5.96E-06,47,85.19
AFB81524.1;Top_feature;Begomovirus,ADO40864.1,85.185,27,4,0,1,27,8,34,5.98E-06,49.7,88.89
AFB81524.1;Top_feature;Begomovirus,ARH65451.1,88.889,27,3,0,1,27,8,34,5.98E-06,49.7,92.59
AFB81524.1;Top_feature;Begomovirus,ALB25993.1,88.889,27,3,0,1,27,8,34,5.98E-06,49.7,92.59
AFB81524.1;Top_feature;Begomovirus,CAH17671.1,81.481,27,5,0,1,27,8,34,6.02E-06,47,85.19
AFB81524.1;Top_feature;Begomovirus,YP_001955940.1,88.889,27,3,0,1,27,8,34,6.10E-06,49.7,92.59
AFB81524.1;Top_feature;Begomovirus,ANA84469.1,77.778,27,6,0,1,27,8,34,6.27E-06,47,85.19
AFB81524.1;Top_feature;Begomovirus,AWM62156.1,88.462,26,3,0,2,27,9,34,6.29E-06,49.7,92.31
AFB81524.1;Top_feature;Begomovirus,CAJ19650.1,81.481,27,5,0,1,27,8,34,6.29E-06,47,85.19
AFB81524.1;Top_feature;Begomovirus,CAF06568.1,81.481,27,5,0,1,27,8,34,6.34E-06,46.6,88.89
AFB81524.1;Top_feature;Begomovirus,ANA84478.1,77.778,27,6,0,1,27,8,34,6.48E-06,46.6,85.19
AFB81524.1;Top_feature;Begomovirus,CCQ77486.1,81.481,27,5,0,1,27,8,34,6.57E-06,47,85.19
AFB81524.1;Top_feature;Begomovirus,CCQ77518.1,81.481,27,5,0,1,27,8,34,6.72E-06,47,85.19
AFB81524.1;Top_feature;Begomovirus,ANA84472.1,77.778,27,6,0,1,27,8,34,6.77E-06,46.6,85.19
AFB81524.1;Top_feature;Begomovirus,APX61416.1,77.778,27,6,0,1,27,8,34,6.92E-06,46.2,81.48
AFB81524.1;Top_feature;Begomovirus,CCQ77508.1,81.481,27,5,0,1,27,8,34,7.02E-06,47,85.19
AFB81524.1;Top_feature;Begomovirus,CAH17681.1,81.481,27,5,0,1,27,8,34,7.02E-06,47,85.19
AFB81524.1;Top_feature;Begomovirus,CAB97063.1,85.185,27,4,0,1,27,8,34,7.27E-06,49.3,88.89
AFB81524.1;Top_feature;Begomovirus,YP_002455909.1,85.185,27,4,0,1,27,8,34,7.38E-06,49.3,92.59
AFB81524.1;Top_feature;Begomovirus,ADO40851.1,85.185,27,4,0,1,27,8,34,7.53E-06,49.3,88.89
AFB81524.1;Top_feature;Begomovirus,CAB97053.1,85.185,27,4,0,1,27,8,34,7.68E-06,49.3,88.89
AFB81524.1;Top_feature;Begomovirus,AGV02068.1,85.185,27,4,0,1,27,8,34,7.91E-06,49.3,88.89
AFB81524.1;Top_feature;Begomovirus,CAK12802.1,77.778,27,6,0,1,27,8,34,8.04E-06,46.2,81.48
AFB81524.1;Top_feature;Begomovirus,ADO40532.1,85.185,27,4,0,1,27,8,34,8.05E-06,49.3,92.59
AFB81524.1;Top_feature;Begomovirus,CAF06570.1,81.481,27,5,0,1,27,8,34,8.16E-06,46.6,88.89
AFB81524.1;Top_feature;Begomovirus,APQ31240.1,77.778,27,6,0,1,27,8,34,8.18E-06,46.6,85.19
AFB81524.1;Top_feature;Begomovirus,ADO40725.1,85.185,27,4,0,1,27,8,34,8.24E-06,49.3,88.89
AFB81524.1;Top_feature;Begomovirus,ACN51279.1,85.185,27,4,0,1,27,8,34,8.24E-06,49.3,88.89
AFB81524.1;Top_feature;Begomovirus,CAA05469.1,85.185,27,4,0,1,27,8,34,8.24E-06,49.3,92.59
AFB81524.1;Top_feature;Begomovirus,CAJ15536.1,77.778,27,6,0,1,27,8,34,8.31E-06,46.2,81.48
AFB81524.1;Top_feature;Begomovirus,ACQ65857.1,85.185,27,4,0,1,27,8,34,8.40E-06,49.3,92.59
AFB81524.1;Top_feature;Begomovirus,CAC86049.1,77.778,27,6,0,1,27,8,34,8.54E-06,46.6,85.19
AFB81524.1;Top_feature;Begomovirus,AEF38352.1,77.778,27,6,0,1,27,8,34,8.54E-06,46.6,85.19
AFB81524.1;Top_feature;Begomovirus,CAI96621.1,77.778,27,6,0,1,27,8,34,8.83E-06,46.6,85.19
AFB81524.1;Top_feature;Begomovirus,ADG29345.1,85.185,27,4,0,1,27,8,34,8.83E-06,48.9,92.59
AFB81524.1;Top_feature;Begomovirus,AFB83528.1,88.889,27,3,0,1,27,8,34,8.97E-06,48.9,88.89
AFB81524.1;Top_feature;Begomovirus,ATP07143.1,77.778,27,6,0,1,27,8,34,9.01E-06,46.6,85.19
AFB81524.1;Top_feature;Begomovirus,CAD54836.1,77.778,27,6,0,1,27,8,34,9.22E-06,46.6,85.19
AFB81524.1;Top_feature;Begomovirus,CAD97704.1,77.778,27,6,0,1,27,8,34,9.32E-06,46.6,85.19
AFB81524.1;Top_feature;Begomovirus,ABE77178.1,85.185,27,4,0,1,27,8,34,9.37E-06,48.5,88.89
AFB81524.1;Top_feature;Begomovirus,CAD54842.1,77.778,27,6,0,1,27,8,34,9.42E-06,46.6,85.19
AFB81524.1;Top_feature;Begomovirus,YP_001718625.1,85.185,27,4,0,1,27,8,34,9.59E-06,48.9,88.89
AFB81524.1;Top_feature;Begomovirus,CAI96635.1,77.778,27,6,0,1,27,8,34,1.01E-05,46.6,81.48
AFB81524.1;Top_feature;Begomovirus,ALB26059.1,85.185,27,4,0,1,27,8,34,1.03E-05,48.9,88.89
AFB81524.1;Top_feature;Begomovirus,APX61374.1,77.778,27,6,0,1,27,8,34,1.03E-05,45.8,81.48
AFB81524.1;Top_feature;Begomovirus,AEW67325.1,85.185,27,4,0,1,27,8,34,1.04E-05,48.9,92.59
AFB81524.1;Top_feature;Begomovirus,NP_803138.1,85.185,27,4,0,1,27,8,34,1.04E-05,48.9,92.59
AFB81524.1;Top_feature;Begomovirus,CAA05463.1,85.185,27,4,0,1,27,8,34,1.04E-05,48.9,92.59
AFB81524.1;Top_feature;Begomovirus,CCQ77510.1,77.778,27,6,0,1,27,8,34,1.10E-05,46.2,88.89
AFB81524.1;Top_feature;Begomovirus,ABZ04215.1,74.074,27,7,0,1,27,8,34,1.13E-05,46.2,85.19
AFB81524.1;Top_feature;Begomovirus,CAG28731.1,77.778,27,6,0,1,27,8,34,1.16E-05,46.2,81.48
AFB81524.1;Top_feature;Begomovirus,CAD54852.1,77.778,27,6,0,1,27,8,34,1.17E-05,46.2,85.19
AFB81524.1;Top_feature;Begomovirus,ALB26041.1,85.185,27,4,0,1,27,8,34,1.18E-05,48.9,88.89
AFB81524.1;Top_feature;Begomovirus,AND95231.1,81.481,27,5,0,1,27,8,34,1.24E-05,46.2,85.19
AFB81524.1;Top_feature;Begomovirus,YP_001718631.1,85.185,27,4,0,1,27,8,34,1.24E-05,48.5,88.89
AFB81524.1;Top_feature;Begomovirus,AND95235.1,81.481,27,5,0,1,27,8,34,1.28E-05,46.2,85.19
AFB81524.1;Top_feature;Begomovirus,CAJ86005.1,77.778,27,6,0,1,27,8,34,1.28E-05,46.2,85.19
AFB81524.1;Top_feature;Begomovirus,ABC87240.1,77.778,27,6,0,1,27,8,34,1.31E-05,46.2,85.19
AFB81524.1;Top_feature;Begomovirus,APX61365.1,77.778,27,6,0,1,27,8,34,1.33E-05,45.8,81.48
AFB81524.1;Top_feature;Begomovirus,APX61378.1,77.778,27,6,0,1,27,8,34,1.33E-05,45.8,81.48
AFB81524.1;Top_feature;Begomovirus,APX61364.1,77.778,27,6,0,1,27,8,34,1.33E-05,45.8,81.48
AFB81524.1;Top_feature;Begomovirus,AFU08539.1,74.074,27,7,0,1,27,8,34,1.34E-05,45.1,85.19
AFB81524.1;Top_feature;Begomovirus,ABC87238.1,77.778,27,6,0,1,27,8,34,1.35E-05,46.2,85.19
AFB81524.1;Top_feature;Begomovirus,CAM91899.1,85.185,27,4,0,1,27,8,34,1.38E-05,48.5,88.89
AFB81524.1;Top_feature;Begomovirus,CAJ15534.1,77.778,27,6,0,1,27,8,34,1.39E-05,45.4,85.19
AFB81524.1;Top_feature;Begomovirus,AHA82216.1,81.481,27,5,0,1,27,8,34,1.41E-05,48.5,88.89
AFB81524.1;Top_feature;Begomovirus,AFY63436.1,85.185,27,4,0,1,27,8,34,1.43E-05,48.5,88.89
AFB81524.1;Top_feature;Begomovirus,CCP47007.1,74.074,27,7,0,1,27,8,34,1.52E-05,45.4,81.48
AFB81524.1;Top_feature;Begomovirus,AWM62157.1,85.185,27,4,0,1,27,8,34,1.53E-05,48.5,88.89
AFB81524.1;Top_feature;Begomovirus,ADO40511.1,85.185,27,4,0,1,27,8,34,1.56E-05,48.5,88.89
AFB81524.1;Top_feature;Begomovirus,CAD54812.1,81.481,27,5,0,1,27,8,34,1.59E-05,45.8,85.19
AFB81524.1;Top_feature;Begomovirus,CAJ45029.1,77.778,27,6,0,1,27,8,34,1.62E-05,45.8,85.19
AFB81524.1;Top_feature;Begomovirus,CAM59251.1,77.778,27,6,0,1,27,8,34,1.65E-05,45.8,85.19
AFB81524.1;Top_feature;Begomovirus,ABW87628.1,77.778,27,6,0,1,27,8,34,1.66E-05,45.8,85.19
AIP89765.1;Top_feature;Begomovirus,CCM09578.1,100,27,0,0,1,27,33,59,5.54E-11,62,100
AIP89765.1;Top_feature;Begomovirus,AEF12244.1,96.296,27,1,0,1,27,54,80,6.04E-11,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEF12243.1,96.296,27,1,0,1,27,54,80,6.04E-11,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEF12272.1,96.296,27,1,0,1,27,54,80,6.30E-11,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEF12256.1,96.296,27,1,0,1,27,54,80,6.37E-11,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEF12252.1,96.296,27,1,0,1,27,54,80,6.44E-11,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEF12273.1,96.296,27,1,0,1,27,54,80,6.58E-11,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEF12238.1,96.296,27,1,0,1,27,54,80,6.58E-11,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEF12263.1,96.296,27,1,0,1,27,54,80,6.65E-11,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEF12265.1,96.296,27,1,0,1,27,54,80,6.72E-11,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEF12236.1,96.296,27,1,0,1,27,54,80,6.72E-11,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEF12231.1,96.296,27,1,0,1,27,54,80,6.79E-11,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEF12269.1,96.296,27,1,0,1,27,54,80,6.86E-11,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEF12235.1,96.296,27,1,0,1,27,54,80,6.86E-11,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEF12232.1,96.296,27,1,0,1,27,54,80,6.86E-11,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEF12246.1,96.296,27,1,0,1,27,54,80,7.81E-11,61.6,100
AIP89765.1;Top_feature;Begomovirus,ANT83021.1,96.296,27,1,0,1,27,57,83,7.82E-11,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEF12253.1,96.296,27,1,0,1,27,54,80,7.89E-11,61.6,100
AIP89765.1;Top_feature;Begomovirus,AAK94901.1,96.296,27,1,0,1,27,73,99,1.29E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AAX39359.1,100,27,0,0,1,27,121,147,1.31E-10,62.4,100
AIP89765.1;Top_feature;Begomovirus,AIP89639.1,100,27,0,0,1,27,120,146,1.56E-10,62,100
AIP89765.1;Top_feature;Begomovirus,CAJ78257.1,100,27,0,0,1,27,120,146,1.56E-10,62,100
AIP89765.1;Top_feature;Begomovirus,CAJ78191.1,100,27,0,0,1,27,120,146,1.59E-10,62,100
AIP89765.1;Top_feature;Begomovirus,CAJ78185.1,100,27,0,0,1,27,120,146,1.59E-10,62,100
AIP89765.1;Top_feature;Begomovirus,CAJ78281.1,100,27,0,0,1,27,120,146,1.61E-10,62,100
AIP89765.1;Top_feature;Begomovirus,YP_002317395.1,100,27,0,0,1,27,120,146,1.61E-10,62,100
AIP89765.1;Top_feature;Begomovirus,AIP89666.1,100,27,0,0,1,27,120,146,1.62E-10,62,100
AIP89765.1;Top_feature;Begomovirus,AIP89824.1,100,27,0,0,1,27,120,146,1.64E-10,62,100
AIP89765.1;Top_feature;Begomovirus,AIP89765.1,100,27,0,0,1,27,120,146,1.64E-10,62,100
AIP89765.1;Top_feature;Begomovirus,AIP89091.1,100,27,0,0,1,27,120,146,1.64E-10,62,100
AIP89765.1;Top_feature;Begomovirus,CAJ78299.1,100,27,0,0,1,27,120,146,1.64E-10,62,100
AIP89765.1;Top_feature;Begomovirus,AIP89800.1,100,27,0,0,1,27,120,146,1.66E-10,62,100
AIP89765.1;Top_feature;Begomovirus,AIP89759.1,100,27,0,0,1,27,120,146,1.66E-10,62,100
AIP89765.1;Top_feature;Begomovirus,AIP89688.1,100,27,0,0,1,27,120,146,1.66E-10,62,100
AIP89765.1;Top_feature;Begomovirus,CAJ78329.1,100,27,0,0,1,27,120,146,1.66E-10,62,100
AIP89765.1;Top_feature;Begomovirus,AIP89788.1,100,27,0,0,1,27,120,146,1.68E-10,62,100
AIP89765.1;Top_feature;Begomovirus,AXX70391.1,100,27,0,0,1,27,120,146,1.68E-10,62,100
AIP89765.1;Top_feature;Begomovirus,CAJ78335.1,100,27,0,0,1,27,120,146,1.69E-10,62,100
AIP89765.1;Top_feature;Begomovirus,AIP89711.1,100,27,0,0,1,27,120,146,1.71E-10,62,100
AIP89765.1;Top_feature;Begomovirus,AIP89700.1,100,27,0,0,1,27,120,146,1.71E-10,62,100
AIP89765.1;Top_feature;Begomovirus,AEG90515.1,96.296,27,1,0,1,27,120,146,1.81E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG89855.1,96.296,27,1,0,1,27,120,146,1.81E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG89903.1,96.296,27,1,0,1,27,120,146,1.83E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AGR84104.1,100,27,0,0,1,27,120,146,1.84E-10,62,100
AIP89765.1;Top_feature;Begomovirus,AEG90449.1,96.296,27,1,0,1,27,120,146,1.86E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG89801.1,96.296,27,1,0,1,27,120,146,1.91E-10,62,100
AIP89765.1;Top_feature;Begomovirus,AEG90095.1,96.296,27,1,0,1,27,120,146,1.96E-10,61.2,100
AIP89765.1;Top_feature;Begomovirus,AXX70402.1,96.296,27,1,0,1,27,120,146,1.97E-10,62,100
AIP89765.1;Top_feature;Begomovirus,CDN72803.1,96.296,27,1,0,1,27,121,147,2.05E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AAX39365.1,96.296,27,1,0,1,27,119,145,2.08E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AIP89503.1,96.296,27,1,0,1,27,121,147,2.12E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG90215.1,96.296,27,1,0,1,27,120,146,2.12E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CAA07048.1,96.296,27,1,0,1,27,120,146,2.20E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG89945.1,96.296,27,1,0,1,27,120,146,2.23E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AAX39341.1,96.296,27,1,0,1,27,120,146,2.26E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AIP88982.1,96.296,27,1,0,1,27,120,146,2.26E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CAJ78245.1,96.296,27,1,0,1,27,120,146,2.26E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG90293.1,96.296,27,1,0,1,27,120,146,2.28E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AIP89023.1,96.296,27,1,0,1,27,120,146,2.28E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEL28908.1,96.296,27,1,0,1,27,120,146,2.30E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AIP89074.1,96.296,27,1,0,1,27,120,146,2.30E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AIP89034.1,96.296,27,1,0,1,27,120,146,2.30E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AIP88319.1,96.296,27,1,0,1,27,120,146,2.30E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CAJ78221.1,96.296,27,1,0,1,27,120,146,2.30E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG90281.1,96.296,27,1,0,1,27,120,146,2.33E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG90125.1,96.296,27,1,0,1,27,120,146,2.33E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG90017.1,96.296,27,1,0,1,27,120,146,2.33E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG89825.1,96.296,27,1,0,1,27,120,146,2.33E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AAX39347.1,96.296,27,1,0,1,27,120,146,2.33E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CAB05849.1,96.296,27,1,0,1,27,120,146,2.33E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AIP89521.1,96.296,27,1,0,1,27,120,146,2.33E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AIP88307.1,96.296,27,1,0,1,27,120,146,2.33E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG90395.1,96.296,27,1,0,1,27,120,146,2.35E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG90359.1,96.296,27,1,0,1,27,120,146,2.35E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG90269.1,96.296,27,1,0,1,27,120,146,2.35E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG89951.1,96.296,27,1,0,1,27,120,146,2.35E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AIP88900.1,96.296,27,1,0,1,27,120,146,2.35E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CAJ78341.1,96.296,27,1,0,1,27,120,146,2.35E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CAJ78233.1,96.296,27,1,0,1,27,120,146,2.35E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CAJ78179.1,96.296,27,1,0,1,27,120,146,2.35E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG89909.1,96.296,27,1,0,1,27,120,146,2.37E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG89885.1,96.296,27,1,0,1,27,120,146,2.37E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG89807.1,96.296,27,1,0,1,27,120,146,2.37E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,ANT83069.1,96.296,27,1,0,1,27,120,146,2.37E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AIP89854.1,96.296,27,1,0,1,27,120,146,2.37E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AIP89592.1,96.296,27,1,0,1,27,120,146,2.37E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AIP89151.1,96.296,27,1,0,1,27,120,146,2.37E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AIP88987.1,96.296,27,1,0,1,27,120,146,2.37E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG90119.1,96.296,27,1,0,1,27,120,146,2.40E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG90041.1,96.296,27,1,0,1,27,120,146,2.40E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG89933.1,96.296,27,1,0,1,27,120,146,2.40E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AIP89627.1,96.296,27,1,0,1,27,120,146,2.40E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AIP89597.1,96.296,27,1,0,1,27,120,146,2.40E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CAJ78173.1,96.296,27,1,0,1,27,120,146,2.40E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CAJ78143.1,96.296,27,1,0,1,27,120,146,2.40E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CCH63256.1,96.296,27,1,0,1,27,120,146,2.40E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CAD56700.1,96.296,27,1,0,1,27,120,146,2.40E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG90137.1,96.296,27,1,0,1,27,120,146,2.42E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG90035.1,96.296,27,1,0,1,27,120,146,2.42E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG89717.1,96.296,27,1,0,1,27,120,146,2.42E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AIP88284.1,96.296,27,1,0,1,27,120,146,2.42E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CAJ78209.1,96.296,27,1,0,1,27,120,146,2.42E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CAJ78137.1,96.296,27,1,0,1,27,120,146,2.42E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CAJ78215.1,96.296,27,1,0,1,27,120,146,2.42E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CAI30103.1,96.296,27,1,0,1,27,120,146,2.42E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG90239.1,96.296,27,1,0,1,27,120,146,2.45E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG90167.1,96.296,27,1,0,1,27,120,146,2.45E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG90131.1,96.296,27,1,0,1,27,120,146,2.45E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,NP_803533.1,96.296,27,1,0,1,27,120,146,2.45E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AIP89848.1,96.296,27,1,0,1,27,120,146,2.45E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AIP89609.1,96.296,27,1,0,1,27,120,146,2.45E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CAJ78125.1,96.296,27,1,0,1,27,120,146,2.45E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEF12242.1,92.593,27,2,0,1,27,54,80,2.45E-10,60.1,100
AIP89765.1;Top_feature;Begomovirus,AAL17833.1,96.296,27,1,0,1,27,120,146,2.47E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,ACF42160.1,96.296,27,1,0,1,27,120,146,2.47E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG90407.1,96.296,27,1,0,1,27,120,146,2.47E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG90365.1,96.296,27,1,0,1,27,120,146,2.47E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG90341.1,96.296,27,1,0,1,27,120,146,2.47E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG90305.1,96.296,27,1,0,1,27,120,146,2.47E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG89711.1,96.296,27,1,0,1,27,120,146,2.47E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AIP89603.1,96.296,27,1,0,1,27,120,146,2.47E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AIP88993.1,96.296,27,1,0,1,27,120,146,2.47E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CAJ78119.1,96.296,27,1,0,1,27,120,146,2.47E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CAJ78107.1,96.296,27,1,0,1,27,120,146,2.47E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CAJ78131.1,96.296,27,1,0,1,27,120,146,2.47E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CAJ78095.1,96.296,27,1,0,1,27,120,146,2.47E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,NP_808884.1,96.296,27,1,0,1,27,120,146,2.47E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG89915.1,96.296,27,1,0,1,27,120,146,2.50E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AAX39353.1,96.296,27,1,0,1,27,120,146,2.50E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AIP89005.1,96.296,27,1,0,1,27,120,146,2.50E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CAJ78251.1,96.296,27,1,0,1,27,120,146,2.50E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CAJ78239.1,96.296,27,1,0,1,27,120,146,2.50E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AAO34418.1,96.296,27,1,0,1,27,120,146,2.50E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG90491.1,96.296,27,1,0,1,27,120,146,2.52E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG89897.1,96.296,27,1,0,1,27,120,146,2.52E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG89819.1,96.296,27,1,0,1,27,120,146,2.52E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CAJ78161.1,96.296,27,1,0,1,27,120,146,2.52E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CAJ78065.1,96.296,27,1,0,1,27,120,146,2.52E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,ACF42153.1,96.296,27,1,0,1,27,120,146,2.55E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AIP89097.1,96.296,27,1,0,1,27,120,146,2.55E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AIP88999.1,96.296,27,1,0,1,27,120,146,2.58E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AAO13745.1,96.296,27,1,0,1,27,120,146,2.60E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AIP89056.1,96.296,27,1,0,1,27,120,146,2.63E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,CAJ78101.1,96.296,27,1,0,1,27,120,146,2.63E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AEG89789.1,96.296,27,1,0,1,27,120,146,2.71E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,AAO34417.1,96.296,27,1,0,1,27,120,146,2.74E-10,61.6,100
AIP89765.1;Top_feature;Begomovirus,ACF42146.1,96.296,27,1,0,1,27,120,146,2.83E-10,61.2,100
AIP89765.1;Top_feature;Begomovirus,CDO50207.1,92.593,27,2,0,1,27,120,146,3.04E-10,61.2,100
AIP89765.1;Top_feature;Begomovirus,AEG90083.1,96.296,27,1,0,1,27,120,146,3.13E-10,61.2,100
AIP89765.1;Top_feature;Begomovirus,CBL93635.1,88.889,27,3,0,1,27,34,60,3.18E-10,58.9,96.3
AIP89765.1;Top_feature;Begomovirus,AEG90521.1,96.296,27,1,0,1,27,120,146,3.21E-10,61.2,100
AIP89765.1;Top_feature;Begomovirus,CBL93637.1,88.889,27,3,0,1,27,33,59,3.50E-10,58.9,96.3
AIP89765.1;Top_feature;Begomovirus,CBL93636.1,88.889,27,3,0,1,27,33,59,3.54E-10,58.9,96.3
AIP89765.1;Top_feature;Begomovirus,CAJ78197.1,92.593,27,2,0,1,27,120,146,3.88E-10,60.8,100
AIP89765.1;Top_feature;Begomovirus,CBL93639.1,88.889,27,3,0,1,27,33,59,3.95E-10,58.5,96.3
AIP89765.1;Top_feature;Begomovirus,AGH27786.1,92.593,27,2,0,1,27,121,147,4.51E-10,60.8,100
